ASV,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Domain,Phylum,Class,Order,Family,Genus,Species,DADA2_ID,Compartment,Treatment,ASV_Label,Condition,Label_full
ASV_1054,26.425075588319917,23.50020104775479,3.9952657347155207,5.882012013258012,4.053089152688467e-9,2.4319590090076756e-7,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,Micropepsaceae,uncultured,A. thaliana,0d9ec9e852eec9b4e9fb087cc39b538f,Root,meJA 1mM,ASV_1054 (Micropepsaceae),A. thaliana-Root-meJA 1mM,Micropepsaceae | uncultured_ASV-1054
ASV_1390,14.374079578261933,22.78502890602766,3.9958865760606046,5.702121036801442,1.1832575819530915e-8,4.5575817897986313e-007,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,Micropepsaceae,uncultured,A. thaliana,86114960d23d228b11af3936528394d2,Root,meJA 1mM,ASV_1390 (Micropepsaceae),A. thaliana-Root-meJA 1mM,Micropepsaceae | uncultured_ASV-1390
ASV_1450,4.3634963739661545,-21.155918277684975,3.996878717471227,-5.293109892278655,1.2025360735303914e-7,2.9200712915944506e-6,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,Micropepsaceae,uncultured,A. thaliana,096004e33d6cf3511c5a94fb3edbef19,Root,meJA 1mM,ASV_1450 (Micropepsaceae),A. thaliana-Root-meJA 1mM,Micropepsaceae | uncultured_ASV-1450
ASV_576,21.635669520915517,-22.98030312209489,4.485812998768924,-5.122884776606059,3.008962366321696e-7,1.106922030510594e-4,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,Micropepsaceae,uncultured,A. thaliana,5ffa9d3c12f2042b9b89f3ef5957c731,Root,Caterpillar OS,ASV_576 (Micropepsaceae),A. thaliana-Root-Caterpillar OS,Micropepsaceae | uncultured_ASV-576
ASV_1450,4.3634963739661545,-21.04151063360924,4.48748000434268,-4.688936911862936,2.7462803268707184e-6,2.7321708631226606e-4,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,Micropepsaceae,uncultured,A. thaliana,096004e33d6cf3511c5a94fb3edbef19,Root,Caterpillar OS,ASV_1450 (Micropepsaceae),A. thaliana-Root-Caterpillar OS,Micropepsaceae | uncultured_ASV-1450
ASV_1366,4.86348033348311,-21.884440058665504,3.9966372994931962,-5.475713310647583,4.357526885830586e-8,9.974353175268026e-6,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,Moraxellaceae,uncultured,A. thaliana,befb810e9f74707eacc91353efe0c975,Root,meJA 0.1mM,ASV_1366 (Moraxellaceae),A. thaliana-Root-meJA 0.1mM,Moraxellaceae | uncultured_ASV-1366
ASV_1366,4.86348033348311,-21.30891122587379,3.9966372994931967,-5.3317100424839445,9.729220092713282e-8,2.5620487249875387e-6,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,Moraxellaceae,uncultured,A. thaliana,befb810e9f74707eacc91353efe0c975,Root,meJA 1mM,ASV_1366 (Moraxellaceae),A. thaliana-Root-meJA 1mM,Moraxellaceae | uncultured_ASV-1366
ASV_1366,4.86348033348311,-21.172850916964848,4.48726498471334,-4.718431157752863,2.3767036686181848e-6,2.498085320265471e-4,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,Moraxellaceae,uncultured,A. thaliana,befb810e9f74707eacc91353efe0c975,Root,Caterpillar OS,ASV_1366 (Moraxellaceae),A. thaliana-Root-Caterpillar OS,Moraxellaceae | uncultured_ASV-1366
ASV_147,47.67750150707813,22.02330211213986,3.313274899346121,6.646989091211896,2.991491919915296e-11,8.803960720310716e-8,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,uncultured,A. thaliana,dfb7f84268bec53613d1930382500b1d,Root,meJA 0.1mM,ASV_147 (Oxalobacteraceae),A. thaliana-Root-meJA 0.1mM,Oxalobacteraceae | uncultured_ASV-147
ASV_893,4.453049679060903,21.22896025385814,3.9968320966320716,5.3114466008583925,1.0875844001655503e-7,1.6003804448436073e-5,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Massilia,A. thaliana,ae0db65b61013fa05012a20f907f8255,Root,meJA 0.1mM,ASV_893 (Oxalobacteraceae),A. thaliana-Root-meJA 0.1mM,Oxalobacteraceae | Massilia_ASV-893
ASV_1279,5.072481396441286,21.424652537333102,4.166787507272648,5.1417674887281475,2.7216581119276377e-7,1.7652674513962658e-4,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Duganella,A. thaliana,618a185ff1c2da05906a09da5bfe12fb,Soil,meJA 0.1mM,ASV_1279 (Oxalobacteraceae),A. thaliana-Soil-meJA 0.1mM,Oxalobacteraceae | Duganella_ASV-1279
ASV_893,4.708205155164792,20.423458949162566,4.167290115560723,4.900896837707811,9.540014480991959e-7,5.156377826976154e-4,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Massilia,A. thaliana,ae0db65b61013fa05012a20f907f8255,Soil,meJA 0.1mM,ASV_893 (Oxalobacteraceae),A. thaliana-Soil-meJA 0.1mM,Oxalobacteraceae | Massilia_ASV-893
ASV_774,6.2209651642312656,-18.279793428406453,4.185491590966173,-4.367418505358118,1.2572368324120084e-5,0.005096523809390179,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,A. thaliana,8152cf2174ce916a5957a6366b1c1a13,Soil,meJA 0.1mM,ASV_774 (Oxalobacteraceae),A. thaliana-Soil-meJA 0.1mM,Oxalobacteraceae | Noviherbaspirillum_ASV-774
ASV_1209,4.170332840815579,-22.07334154877576,4.274179303310399,-5.164346177915304,2.412807972639567e-7,7.859721970873389e-5,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Massilia,B. oleracea,ef698c54ca22ab163690ff9ca8dbb3f6,Root,meJA 0.1mM,ASV_1209 (Oxalobacteraceae),B. oleracea-Root-meJA 0.1mM,Oxalobacteraceae | Massilia_ASV-1209
ASV_812,7.942574663111234,19.555409916396865,4.290418010777466,4.55792649277389,5.166111047486379e-6,9.616346706963931e-4,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Duganella,B. oleracea,5dcca56aa4ee63e5873f6094b831f400,Root,meJA 0.1mM,ASV_812 (Oxalobacteraceae),B. oleracea-Root-meJA 0.1mM,Oxalobacteraceae | Duganella_ASV-812
ASV_815,7.696264175492402,15.50975667376995,4.030075470902311,3.848502785060103,1.1884194621760913e-4,0.017205672880171632,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Duganella,B. oleracea,4c9bc0b086802bb0887f73556efb9465,Root,meJA 0.1mM,ASV_815 (Oxalobacteraceae),B. oleracea-Root-meJA 0.1mM,Oxalobacteraceae | Duganella_ASV-815
ASV_305,5.626628049062952,17.883419270679646,4.138074973365574,4.321675993254111,1.548484664209158e-5,0.008148126303068591,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Undibacterium,B. oleracea,50196de05c46ec24d8203d782f9a1a76,Soil,meJA 0.1mM,ASV_305 (Oxalobacteraceae),B. oleracea-Soil-meJA 0.1mM,Oxalobacteraceae | Undibacterium_ASV-305
ASV_503,48.15761301952227,25.841046865256004,3.994931781348061,6.468457605685604,9.900828557174207e-11,2.7648063745908973e-8,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,NA,A. thaliana,34a572a87f8b16fdecffb4f68c686c96,Root,meJA 1mM,ASV_503 (Oxalobacteraceae),A. thaliana-Root-meJA 1mM,Oxalobacteraceae | ASV-503
ASV_147,47.67750150707813,21.174537290306343,3.3148344193703663,6.387811459472031,1.6827662911862982e-10,3.132749912091825e-8,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,uncultured,A. thaliana,dfb7f84268bec53613d1930382500b1d,Root,meJA 1mM,ASV_147 (Oxalobacteraceae),A. thaliana-Root-meJA 1mM,Oxalobacteraceae | uncultured_ASV-147
ASV_414,45.49126774422163,24.432308588352992,3.9949554843989756,6.115789946537722,9.607981509589404e-10,8.943429455176136e-8,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,NA,A. thaliana,f35c2380c9cfe5975fb4c88b053209ee,Root,meJA 1mM,ASV_414 (Oxalobacteraceae),A. thaliana-Root-meJA 1mM,Oxalobacteraceae | ASV-414
ASV_502,21.12989492742736,-22.089325111445834,3.8498438484495576,-5.737719757216085,9.595972519115722e-9,3.969889371797134e-7,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Massilia,A. thaliana,23e11dc7250a96682dcf6a6f3efbd4a1,Root,meJA 1mM,ASV_502 (Oxalobacteraceae),A. thaliana-Root-meJA 1mM,Oxalobacteraceae | Massilia_ASV-502
ASV_818,6.590309126210196,18.227176036519847,4.013457594842063,4.541514543456168,5.585153224147726e-6,1.1342938457041836e-4,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,A. thaliana,f26ed88c10feade3479aaf55da6bdf3f,Root,meJA 1mM,ASV_818 (Oxalobacteraceae),A. thaliana-Root-meJA 1mM,Oxalobacteraceae | Noviherbaspirillum_ASV-818
ASV_1084,4.872977536857342,17.10318498258427,4.031962387563679,4.24190092530077,2.2163453382707375e-5,4.4208173979435965e-4,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,NA,A. thaliana,ccc33d62630743cef3119e9ab322a4c3,Root,meJA 1mM,ASV_1084 (Oxalobacteraceae),A. thaliana-Root-meJA 1mM,Oxalobacteraceae | ASV-1084
ASV_503,9.993901173018187,22.4563020296222,4.165674967686353,5.390795538254536,7.014644978662714e-8,7.582831221934393e-5,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,NA,A. thaliana,34a572a87f8b16fdecffb4f68c686c96,Soil,meJA 1mM,ASV_503 (Oxalobacteraceae),A. thaliana-Soil-meJA 1mM,Oxalobacteraceae | ASV-503
ASV_1133,3.3334305540503757,20.688172732755177,4.167876786442516,4.963719848929011,6.915567745156854e-7,4.4854372395087356e-4,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,NA,A. thaliana,596b91aa2ddbb53ddcb5d0f0b5051dc4,Soil,meJA 1mM,ASV_1133 (Oxalobacteraceae),A. thaliana-Soil-meJA 1mM,Oxalobacteraceae | ASV-1133
ASV_774,6.2209651642312656,-18.262498501462108,4.185491590966174,-4.363286391705882,1.28123038169673e-5,0.006925050213070826,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,A. thaliana,8152cf2174ce916a5957a6366b1c1a13,Soil,meJA 1mM,ASV_774 (Oxalobacteraceae),A. thaliana-Soil-meJA 1mM,Oxalobacteraceae | Noviherbaspirillum_ASV-774
ASV_893,4.708205155164792,17.57842102596695,4.183676994805998,4.20166782660096,2.6495571511329834e-5,0.012275019773034664,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Massilia,A. thaliana,ae0db65b61013fa05012a20f907f8255,Soil,meJA 1mM,ASV_893 (Oxalobacteraceae),A. thaliana-Soil-meJA 1mM,Oxalobacteraceae | Massilia_ASV-893
ASV_815,7.696264175492402,20.633580629539058,3.976407874714566,5.189000042159954,2.1142634882172397e-7,2.713808205947414e-5,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Duganella,B. oleracea,4c9bc0b086802bb0887f73556efb9465,Root,meJA 1mM,ASV_815 (Oxalobacteraceae),B. oleracea-Root-meJA 1mM,Oxalobacteraceae | Duganella_ASV-815
ASV_1209,4.170332840815579,-22.01082572557579,4.274179303310399,-5.149719785627187,2.6087591306649176e-7,3.125293438536571e-5,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Massilia,B. oleracea,ef698c54ca22ab163690ff9ca8dbb3f6,Root,meJA 1mM,ASV_1209 (Oxalobacteraceae),B. oleracea-Root-meJA 1mM,Oxalobacteraceae | Massilia_ASV-1209
ASV_812,7.942574663111234,19.34757432466708,4.2907808361907165,4.509103369130252,6.510218462515786e-6,5.317664807791303e-4,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Duganella,B. oleracea,5dcca56aa4ee63e5873f6094b831f400,Root,meJA 1mM,ASV_812 (Oxalobacteraceae),B. oleracea-Root-meJA 1mM,Oxalobacteraceae | Duganella_ASV-812
ASV_670,9.42212332916678,-22.529094176719124,3.889813972658483,-5.791817895425388,6.962861611116729e-9,9.159644449424057e-6,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Massilia,B. oleracea,c51b918ee1c53a9580f0e0d63f6e4dec,Soil,meJA 1mM,ASV_670 (Oxalobacteraceae),B. oleracea-Soil-meJA 1mM,Oxalobacteraceae | Massilia_ASV-670
ASV_305,5.626628049062952,19.796911624954372,4.1306321921244065,4.79270743657588,1.64545493598646e-6,8.658383873160753e-4,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Undibacterium,B. oleracea,50196de05c46ec24d8203d782f9a1a76,Soil,meJA 1mM,ASV_305 (Oxalobacteraceae),B. oleracea-Soil-meJA 1mM,Oxalobacteraceae | Undibacterium_ASV-305
ASV_147,47.67750150707813,22.49123803256423,3.6808636448414793,6.1103154592766344,9.943439568953103e-10,2.9263542651428983e-6,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,uncultured,A. thaliana,dfb7f84268bec53613d1930382500b1d,Root,Caterpillar OS,ASV_147 (Oxalobacteraceae),A. thaliana-Root-Caterpillar OS,Oxalobacteraceae | uncultured_ASV-147
ASV_502,21.12989492742736,-21.62248082939499,4.3240435814071185,-5.000523334771446,5.71749073928148e-7,1.3357180326205388e-4,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Massilia,A. thaliana,23e11dc7250a96682dcf6a6f3efbd4a1,Root,Caterpillar OS,ASV_502 (Oxalobacteraceae),A. thaliana-Root-Caterpillar OS,Oxalobacteraceae | Massilia_ASV-502
ASV_774,7.637884558942499,22.472258062347102,4.447938908100564,5.05228568257103,4.3655408053437594e-7,1.3357180326205388e-4,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,A. thaliana,8152cf2174ce916a5957a6366b1c1a13,Root,Caterpillar OS,ASV_774 (Oxalobacteraceae),A. thaliana-Root-Caterpillar OS,Oxalobacteraceae | Noviherbaspirillum_ASV-774
ASV_1090,4.077366944999379,21.623060248382107,4.449151991111034,4.860040810379786,1.1736155727877193e-6,1.5307859759520164e-4,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,NA,A. thaliana,e7670081f34a880f5f30c3d0e4cc754e,Root,Caterpillar OS,ASV_1090 (Oxalobacteraceae),A. thaliana-Root-Caterpillar OS,Oxalobacteraceae | ASV-1090
ASV_818,6.590309126210196,21.25413588561709,4.448454031824199,4.777870184465254,1.7716169138508642e-6,1.9974705293723013e-4,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,A. thaliana,f26ed88c10feade3479aaf55da6bdf3f,Root,Caterpillar OS,ASV_818 (Oxalobacteraceae),A. thaliana-Root-Caterpillar OS,Oxalobacteraceae | Noviherbaspirillum_ASV-818
ASV_1084,4.872977536857342,20.77150415235938,4.448980845689196,4.668823012013136,3.029302037552649e-6,2.7321708631226606e-4,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,NA,A. thaliana,ccc33d62630743cef3119e9ab322a4c3,Root,Caterpillar OS,ASV_1084 (Oxalobacteraceae),A. thaliana-Root-Caterpillar OS,Oxalobacteraceae | ASV-1084
ASV_1090,3.45284516522286,20.962133475032854,4.167648201557698,5.029727189352992,4.911781951634152e-7,5.309636289716517e-4,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,NA,A. thaliana,e7670081f34a880f5f30c3d0e4cc754e,Soil,Caterpillar OS,ASV_1090 (Oxalobacteraceae),A. thaliana-Soil-Caterpillar OS,Oxalobacteraceae | ASV-1090
ASV_1209,4.170332840815579,-21.637211657662146,4.2741793033104,-5.062307901052228,4.1421134769709204e-7,9.813043382714743e-5,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Massilia,B. oleracea,ef698c54ca22ab163690ff9ca8dbb3f6,Root,Caterpillar OS,ASV_1209 (Oxalobacteraceae),B. oleracea-Root-Caterpillar OS,Oxalobacteraceae | Massilia_ASV-1209
ASV_812,7.942574663111234,16.315474343652383,4.30924490127261,3.786156210066892,1.5299551773562386e-4,0.02215035106772421,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Duganella,B. oleracea,5dcca56aa4ee63e5873f6094b831f400,Root,Caterpillar OS,ASV_812 (Oxalobacteraceae),B. oleracea-Root-Caterpillar OS,Oxalobacteraceae | Duganella_ASV-812
ASV_670,9.42212332916678,-22.463348784440676,3.8898139726584824,-5.774915958021551,7.699150404639974e-9,2.0256464714607772e-5,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Massilia,B. oleracea,c51b918ee1c53a9580f0e0d63f6e4dec,Soil,Caterpillar OS,ASV_670 (Oxalobacteraceae),B. oleracea-Soil-Caterpillar OS,Oxalobacteraceae | Massilia_ASV-670
ASV_406,6.7799555794395205,-19.339306503640145,3.7899687179317048,-5.102761511497161,3.347327237290106e-7,2.2017044903275673e-4,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Undibacterium,B. oleracea,14adacfae6b38ce8962efc227fad7213,Soil,Caterpillar OS,ASV_406 (Oxalobacteraceae),B. oleracea-Soil-Caterpillar OS,Oxalobacteraceae | Undibacterium_ASV-406
ASV_305,5.626628049062952,17.355208986012272,4.143456824677396,4.188582075393901,2.8070279138655977e-5,0.014770580882760776,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,Oxalobacteraceae,Undibacterium,B. oleracea,50196de05c46ec24d8203d782f9a1a76,Soil,Caterpillar OS,ASV_305 (Oxalobacteraceae),B. oleracea-Soil-Caterpillar OS,Oxalobacteraceae | Undibacterium_ASV-305
ASV_952,8.499727311788238,-22.56632202917091,3.9957377512374515,-5.6475983745885925,1.627047351398827e-8,5.320444839074164e-6,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,Pseudomonadaceae,Pseudomonas,A. thaliana,7b361820964e8c6ced5aec81f54bcfea,Root,meJA 0.1mM,ASV_952 (Pseudomonadaceae),A. thaliana-Root-meJA 0.1mM,Pseudomonadaceae | Pseudomonas_ASV-952
ASV_1441,3.86037761331847,20.742004948529864,4.290539091613687,4.83435869144563,1.3357554827067565e-6,3.164526170848916e-4,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,Pseudomonadaceae,Pseudomonas,B. oleracea,e311d3f69c3425c96a683f6f1f6810d0,Root,meJA 0.1mM,ASV_1441 (Pseudomonadaceae),B. oleracea-Root-meJA 0.1mM,Pseudomonadaceae | Pseudomonas_ASV-1441
ASV_952,8.499727311788238,-22.2188553320996,3.9957377512374515,-5.56063903974143,2.6878861232723008e-8,8.830496469691647e-7,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,Pseudomonadaceae,Pseudomonas,A. thaliana,7b361820964e8c6ced5aec81f54bcfea,Root,meJA 1mM,ASV_952 (Pseudomonadaceae),A. thaliana-Root-meJA 1mM,Pseudomonadaceae | Pseudomonas_ASV-952
ASV_1031,6.9207261533595705,21.872488704125196,3.997345248069949,5.471753713214029,4.456038198702538e-8,1.3826096299863152e-6,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,Pseudomonadaceae,Pseudomonas,A. thaliana,e31f1e7e52443d46f42759e43d6f5e90,Root,meJA 1mM,ASV_1031 (Pseudomonadaceae),A. thaliana-Root-meJA 1mM,Pseudomonadaceae | Pseudomonas_ASV-1031
ASV_952,8.499727311788238,-21.81058809259605,4.486463823069653,-4.861420698511991,1.165462689036999e-6,1.5307859759520164e-4,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,Pseudomonadaceae,Pseudomonas,A. thaliana,7b361820964e8c6ced5aec81f54bcfea,Root,Caterpillar OS,ASV_952 (Pseudomonadaceae),A. thaliana-Root-Caterpillar OS,Pseudomonadaceae | Pseudomonas_ASV-952
ASV_679,9.888271015554746,17.41997164012208,4.107383946298857,4.241135444817407,2.2239187579813077e-5,0.003409136637234875,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,B. oleracea,e5281735e0a80bf2f6195dab6977e425,Root,meJA 0.1mM,ASV_679 (Rhizobiaceae),B. oleracea-Root-meJA 0.1mM,Rhizobiaceae | Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium_ASV-679
ASV_868,5.8617372979288564,20.401752177738132,3.8701059407599474,5.271626278460991,1.3522020243154855e-7,1.1858811753246808e-4,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,B. oleracea,2569b4c4cad75aecc852532bc6bd3c10,Soil,meJA 0.1mM,ASV_868 (Rhizobiaceae),B. oleracea-Soil-meJA 0.1mM,Rhizobiaceae | Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium_ASV-868
ASV_1034,6.050817687793378,21.75888216120477,3.997748410767575,5.442784268914767,5.245415803249157e-8,1.5418761716392916e-6,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,Rhizobiaceae,Ochrobactrum,A. thaliana,94489ce74017d077f507ef6ebbc440e4,Root,meJA 1mM,ASV_1034 (Rhizobiaceae),A. thaliana-Root-meJA 1mM,Rhizobiaceae | Ochrobactrum_ASV-1034
ASV_679,9.888271015554746,19.30527020643023,4.098351145257917,4.710496861345763,2.4711360571848965e-6,2.3371744709269784e-4,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,B. oleracea,e5281735e0a80bf2f6195dab6977e425,Root,meJA 1mM,ASV_679 (Rhizobiaceae),B. oleracea-Root-meJA 1mM,Rhizobiaceae | Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium_ASV-679
ASV_868,5.8617372979288564,17.80096054115428,3.880725002783482,4.58701931427411,4.49619099906932e-6,0.0019715797530918968,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,B. oleracea,2569b4c4cad75aecc852532bc6bd3c10,Soil,meJA 1mM,ASV_868 (Rhizobiaceae),B. oleracea-Soil-meJA 1mM,Rhizobiaceae | Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium_ASV-868
ASV_679,9.888271015554746,19.956153886972743,4.096851780043106,4.871094918343072,1.1098150463498162e-6,2.0658414362768722e-4,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,B. oleracea,e5281735e0a80bf2f6195dab6977e425,Root,Caterpillar OS,ASV_679 (Rhizobiaceae),B. oleracea-Root-Caterpillar OS,Rhizobiaceae | Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium_ASV-679
